,Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
2307,NCOA2,Nuclear Receptor Coactivator 2,Protein Coding,44,GC08M070109,5.54,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCOA2
2308,EEF2,Eukaryotic Translation Elongation Factor 2,Protein Coding,48,GC19M003976,5.54,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEF2
2309,SDHAF2,Succinate Dehydrogenase Complex Assembly Factor 2,Protein Coding,41,GC11P061430,5.54,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDHAF2
2310,TMEM127,Transmembrane Protein 127,Protein Coding,37,GC02M096248,5.54,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM127
2311,ARNT,Aryl Hydrocarbon Receptor Nuclear Translocator,Protein Coding,43,GC01M150809,5.54,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARNT
2312,GNAT3,G Protein Subunit Alpha Transducin 3,Protein Coding,35,GC07M080458,5.53,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNAT3
2313,TAS2R4,Taste 2 Receptor Member 4,Protein Coding,32,GC07P145135,5.53,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAS2R4
2314,ALOX12B,"Arachidonate 12-Lipoxygenase, 12R Type",Protein Coding,43,GC17M008851,5.53,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALOX12B
2315,DARS2,"Aspartyl-TRNA Synthetase 2, Mitochondrial",Protein Coding,41,GC01P173824,5.53,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DARS2
2316,NFATC4,Nuclear Factor Of Activated T Cells 4,Protein Coding,44,GC14P024365,5.53,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFATC4
2317,FCN3,Ficolin 3,Protein Coding,41,GC01M027379,5.53,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCN3
2318,MC3R,Melanocortin 3 Receptor,Protein Coding,43,GC20P056248,5.52,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MC3R
2319,NSF,"N-Ethylmaleimide Sensitive Factor, Vesicle Fusing ATPase",Protein Coding,44,GC17P046590,5.52,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NSF
2320,NEFL,Neurofilament Light,Protein Coding,46,GC08M024950,5.52,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEFL
2321,SLC6A5,Solute Carrier Family 6 Member 5,Protein Coding,46,GC11P020599,5.52,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A5
2322,MIR328,MicroRNA 328,RNA Gene,18,GC16M067203,5.52,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR328
2323,SYT8,Synaptotagmin 8,Protein Coding,31,GC11P001829,5.51,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYT8
2324,FZD5,Frizzled Class Receptor 5,Protein Coding,47,GC02M207762,5.51,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FZD5
2325,CRBN,Cereblon,Protein Coding,43,GC03M003144,5.51,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRBN
2326,CD22,CD22 Molecule,Protein Coding,45,GC19P035319,5.5,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD22
2327,CCR8,C-C Motif Chemokine Receptor 8,Protein Coding,43,GC03P039330,5.5,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR8
2328,CHRNB2,Cholinergic Receptor Nicotinic Beta 2 Subunit,Protein Coding,44,GC01P154568,5.5,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHRNB2
2329,CLDN12,Claudin 12,Protein Coding,38,GC07P090383,5.5,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN12
2330,GRM4,Glutamate Metabotropic Receptor 4,Protein Coding,44,GC06M042205,5.5,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRM4
2331,RASGRP4,RAS Guanyl Releasing Protein 4,Protein Coding,39,GC19M038409,5.49,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RASGRP4
2332,AFG3L2,AFG3 Like Matrix AAA Peptidase Subunit 2,Protein Coding,44,GC18M012328,5.49,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFG3L2
2333,ARF6,ADP Ribosylation Factor 6,Protein Coding,44,GC14P049895,5.48,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARF6
2334,PRODH2,Proline Dehydrogenase 2,Protein Coding,36,GC19M035799,5.48,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRODH2
2335,AHCYL1,Adenosylhomocysteinase Like 1,Protein Coding,43,GC01P109984,5.48,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AHCYL1
2336,PRH1,Proline Rich Protein HaeIII Subfamily 1,Protein Coding,33,GC12M010824,5.48,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRH1
2337,GALNT17,Polypeptide N-Acetylgalactosaminyltransferase 17,Protein Coding,31,GC07P071133,5.48,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALNT17
2338,NSD1,Nuclear Receptor Binding SET Domain Protein 1,Protein Coding,43,GC05P177134,5.47,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NSD1
2339,SLC12A4,Solute Carrier Family 12 Member 4,Protein Coding,43,GC16M067944,5.47,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC12A4
2340,PNLIP,Pancreatic Lipase,Protein Coding,47,GC10P116545,5.47,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PNLIP
2341,DCLK1,Doublecortin Like Kinase 1,Protein Coding,43,GC13M035768,5.47,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCLK1
2342,SERPINF1,Serpin Family F Member 1,Protein Coding,44,GC17P001761,5.47,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINF1
2343,KRT19,Keratin 19,Protein Coding,45,GC17M041523,5.46,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT19
2344,GUCA2A,Guanylate Cyclase Activator 2A,Protein Coding,37,GC01M042162,5.46,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GUCA2A
2345,GSTO1,Glutathione S-Transferase Omega 1,Protein Coding,43,GC10P104235,5.46,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSTO1
2346,PTH2,Parathyroid Hormone 2,Protein Coding,36,GC19M049422,5.46,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTH2
2347,RMDN3,Regulator Of Microtubule Dynamics 3,Protein Coding,33,GC15M040735,5.45,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RMDN3
2348,CTSC,Cathepsin C,Protein Coding,45,GC11M088211,5.45,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSC
2349,PTGER2,Prostaglandin E Receptor 2,Protein Coding,48,GC14P052314,5.45,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGER2
2350,CPOX,Coproporphyrinogen Oxidase,Protein Coding,43,GC03M098576,5.44,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPOX
2351,CETN3,Centrin 3,Protein Coding,39,GC05M090392,5.44,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CETN3
2352,FZD2,Frizzled Class Receptor 2,Protein Coding,48,GC17P044557,5.44,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FZD2
2353,CCDC47,Coiled-Coil Domain Containing 47,Protein Coding,35,GC17M063745,5.44,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC47
2354,SLC11A1,Solute Carrier Family 11 Member 1,Protein Coding,47,GC02P218382,5.44,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC11A1
2355,GRIA4,Glutamate Ionotropic Receptor AMPA Type Subunit 4,Protein Coding,48,GC11P105609,5.44,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIA4
2356,MAPK11,Mitogen-Activated Protein Kinase 11,Protein Coding,48,GC22M050263,5.43,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK11
2357,LPAR4,Lysophosphatidic Acid Receptor 4,Protein Coding,40,GC0XP078747,5.43,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPAR4
2358,CS,Citrate Synthase,Protein Coding,44,GC12M056271,5.43,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CS
2359,TGFB3,Transforming Growth Factor Beta 3,Protein Coding,47,GC14M075958,5.43,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFB3
2360,CYP2U1,Cytochrome P450 Family 2 Subfamily U Member 1,Protein Coding,44,GC04P107931,5.43,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP2U1
2361,TSC22D3,TSC22 Domain Family Member 3,Protein Coding,40,GC0XM107713,5.42,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSC22D3
2362,NR3C2,Nuclear Receptor Subfamily 3 Group C Member 2,Protein Coding,48,GC04M148078,5.42,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR3C2
2363,RGS19,Regulator Of G Protein Signaling 19,Protein Coding,40,GC20M064073,5.42,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RGS19
2364,DLL3,Delta Like Canonical Notch Ligand 3,Protein Coding,41,GC19P039498,5.41,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLL3
2365,AANAT,Aralkylamine N-Acetyltransferase,Protein Coding,39,GC17P076453,5.4,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AANAT
2366,UGT1A6,UDP Glucuronosyltransferase Family 1 Member A6,Protein Coding,40,GC02P233691,5.4,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UGT1A6
2367,CLEC4M,C-Type Lectin Domain Family 4 Member M,Protein Coding,41,GC19P007763,5.4,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLEC4M
2368,CLCN4,Chloride Voltage-Gated Channel 4,Protein Coding,43,GC0XP010085,5.39,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLCN4
2369,NT5C1B,"5'-Nucleotidase, Cytosolic IB",Protein Coding,37,GC02M018562,5.39,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NT5C1B
2370,MIR9-1,MicroRNA 9-1,RNA Gene,20,GC01M156420,5.39,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR9-1
2371,DGCR12,DiGeorge Syndrome Critical Region Gene 12,RNA Gene,9,GC22U900001,5.39,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DGCR12
2372,HPT,Hypoparathyroidism,Genetic Locus,4,GC0XU990081,5.39,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HPT
2373,TRIM21,Tripartite Motif Containing 21,Protein Coding,42,GC11M004384,5.39,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM21
2374,SMARCB1,"SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin, Subfamily B, Member 1",Protein Coding,45,GC22P023786,5.39,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCB1
2375,TJP1,Tight Junction Protein 1,Protein Coding,43,GC15M029699,5.38,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TJP1
2376,PADI6,Peptidyl Arginine Deiminase 6,Protein Coding,37,GC01P017373,5.38,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PADI6
2377,TUBA1B,Tubulin Alpha 1b,Protein Coding,42,GC12M049127,5.38,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBA1B
2378,CD8A,CD8a Molecule,Protein Coding,46,GC02M086784,5.38,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD8A
2379,FFAR3,Free Fatty Acid Receptor 3,Protein Coding,37,GC19P038328,5.38,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FFAR3
2380,GLT8D1,Glycosyltransferase 8 Domain Containing 1,Protein Coding,38,GC03M052704,5.37,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLT8D1
2381,TG,Thyroglobulin,Protein Coding,42,GC08P132866,5.37,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TG
2382,NUP133,Nucleoporin 133,Protein Coding,40,GC01M229441,5.37,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP133
2383,NPFF,Neuropeptide FF-Amide Peptide Precursor,Protein Coding,35,GC12M053516,5.37,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPFF
2384,ABCG5,ATP Binding Cassette Subfamily G Member 5,Protein Coding,44,GC02M043806,5.36,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCG5
2385,ZNF687,Zinc Finger Protein 687,Protein Coding,37,GC01P151281,5.36,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF687
2386,SDC1,Syndecan 1,Protein Coding,43,GC02M020200,5.36,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDC1
2387,CCL1,C-C Motif Chemokine Ligand 1,Protein Coding,38,GC17M034402,5.36,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL1
2388,WDR72,WD Repeat Domain 72,Protein Coding,37,GC15M061445,5.36,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR72
2389,MYOZ2,Myozenin 2,Protein Coding,39,GC04P119135,5.35,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYOZ2
2390,NPR2,Natriuretic Peptide Receptor 2,Protein Coding,47,GC09P035782,5.35,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPR2
2391,P4HTM,"Prolyl 4-Hydroxylase, Transmembrane",Protein Coding,36,GC03P049172,5.34,https://www.genecards.org/cgi-bin/carddisp.pl?gene=P4HTM
2392,TRB,T Cell Receptor Beta Locus,Protein Coding,14,GC07P145138,5.34,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRB
2393,PPFIBP1,PPFIA Binding Protein 1,Protein Coding,40,GC12P027523,5.33,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPFIBP1
2394,PLCL1,Phospholipase C Like 1 (Inactive),Protein Coding,39,GC02P197804,5.33,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLCL1
2395,RPS27A,Ribosomal Protein S27a,Protein Coding,43,GC02P055231,5.32,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS27A
2396,MYH9,Myosin Heavy Chain 9,Protein Coding,49,GC22M036281,5.32,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYH9
2397,EPHB2,EPH Receptor B2,Protein Coding,51,GC01P022710,5.32,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHB2
2398,HPRT1,Hypoxanthine Phosphoribosyltransferase 1,Protein Coding,48,GC0XP134460,5.32,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HPRT1
2399,GRK5,G Protein-Coupled Receptor Kinase 5,Protein Coding,43,GC10P119207,5.32,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRK5
2400,SCG2,Secretogranin II,Protein Coding,39,GC02M223596,5.31,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCG2
2401,CD300C,CD300c Molecule,Protein Coding,35,GC17M074544,5.31,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD300C
2402,MIR135B,MicroRNA 135b,RNA Gene,19,GC01M205448,5.3,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR135B
2403,ABCG1,ATP Binding Cassette Subfamily G Member 1,Protein Coding,43,GC21P042199,5.3,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCG1
2404,SLC26A2,Solute Carrier Family 26 Member 2,Protein Coding,44,GC05P149944,5.3,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC26A2
2405,USP18,Ubiquitin Specific Peptidase 18,Protein Coding,40,GC22P018149,5.3,https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP18
2406,CLDN18,Claudin 18,Protein Coding,40,GC03P137998,5.3,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN18
2407,CALML6,Calmodulin Like 6,Protein Coding,32,GC01P001914,5.3,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALML6
2408,S1PR3,Sphingosine-1-Phosphate Receptor 3,Protein Coding,44,GC09P088991,5.29,https://www.genecards.org/cgi-bin/carddisp.pl?gene=S1PR3
2409,PFN1,Profilin 1,Protein Coding,47,GC17M004945,5.29,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PFN1
2410,NMB,Neuromedin B,Protein Coding,41,GC15M084655,5.28,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NMB
2411,APBA3,Amyloid Beta Precursor Protein Binding Family A Member 3,Protein Coding,38,GC19M003750,5.27,https://www.genecards.org/cgi-bin/carddisp.pl?gene=APBA3
2412,AIFM1,Apoptosis Inducing Factor Mitochondria Associated 1,Protein Coding,49,GC0XM130129,5.27,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AIFM1
2413,PEX14,Peroxisomal Biogenesis Factor 14,Protein Coding,43,GC01P010472,5.27,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEX14
2414,ANLN,Anillin Actin Binding Protein,Protein Coding,41,GC07P036389,5.27,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANLN
2415,OSM,Oncostatin M,Protein Coding,43,GC22M030262,5.27,https://www.genecards.org/cgi-bin/carddisp.pl?gene=OSM
2416,FZD6,Frizzled Class Receptor 6,Protein Coding,47,GC08P103298,5.27,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FZD6
2417,FZD3,Frizzled Class Receptor 3,Protein Coding,43,GC08P028494,5.27,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FZD3
2418,CLDN11,Claudin 11,Protein Coding,40,GC03P170418,5.27,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN11
2419,CLDN9,Claudin 9,Protein Coding,36,GC16P003012,5.27,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN9
2420,LIME1,Lck Interacting Transmembrane Adaptor 1,Protein Coding,33,GC20P063736,5.27,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIME1
2421,CLDN20,Claudin 20,Protein Coding,33,GC06P155264,5.27,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN20
2422,CLDN22,Claudin 22,Protein Coding,28,GC04M183318,5.27,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN22
2423,DGKQ,Diacylglycerol Kinase Theta,Protein Coding,41,GC04M000942,5.26,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DGKQ
2424,MIR31,MicroRNA 31,RNA Gene,20,GC09M021513,5.25,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR31
2425,PICK1,Protein Interacting With PRKCA 1,Protein Coding,41,GC22P038056,5.25,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PICK1
2426,HSPB2,Heat Shock Protein Family B (Small) Member 2,Protein Coding,40,GC11P111913,5.24,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPB2
2427,SMARCA2,"SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin, Subfamily A, Member 2",Protein Coding,49,GC09P001980,5.24,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCA2
2428,PPP1CA,Protein Phosphatase 1 Catalytic Subunit Alpha,Protein Coding,48,GC11M067415,5.24,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP1CA
2429,COX5A,Cytochrome C Oxidase Subunit 5A,Protein Coding,43,GC15M074919,5.24,https://www.genecards.org/cgi-bin/carddisp.pl?gene=COX5A
2430,TTC7A,Tetratricopeptide Repeat Domain 7A,Protein Coding,38,GC02P046906,5.24,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTC7A
2431,VDAC2,Voltage Dependent Anion Channel 2,Protein Coding,43,GC10P075210,5.24,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VDAC2
2432,ELK1,ETS Transcription Factor ELK1,Protein Coding,44,GC0XM047635,5.24,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELK1
2433,OGT,O-Linked N-Acetylglucosamine (GlcNAc) Transferase,Protein Coding,44,GC0XP071534,5.23,https://www.genecards.org/cgi-bin/carddisp.pl?gene=OGT
2434,SLC26A6,Solute Carrier Family 26 Member 6,Protein Coding,39,GC03M048625,5.23,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC26A6
2435,TLR3,Toll Like Receptor 3,Protein Coding,52,GC04P186059,5.23,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR3
2436,MATN1,Matrilin 1,Protein Coding,39,GC01M030711,5.23,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MATN1
2437,SLC9A6,Solute Carrier Family 9 Member A6,Protein Coding,46,GC0XP135985,5.22,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC9A6
2438,MAN1B1,Mannosidase Alpha Class 1B Member 1,Protein Coding,46,GC09P137086,5.22,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAN1B1
2439,FHIT,Fragile Histidine Triad Diadenosine Triphosphatase,Protein Coding,44,GC03M059747,5.22,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FHIT
2440,CCL7,C-C Motif Chemokine Ligand 7,Protein Coding,41,GC17P034270,5.22,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL7
2441,INVS,Inversin,Protein Coding,44,GC09P100099,5.22,https://www.genecards.org/cgi-bin/carddisp.pl?gene=INVS
2442,MTTP,Microsomal Triglyceride Transfer Protein,Protein Coding,44,GC04P099563,5.21,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTTP
2443,HYOU1,Hypoxia Up-Regulated 1,Protein Coding,43,GC11M119045,5.2,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HYOU1
2444,ACTA1,"Actin Alpha 1, Skeletal Muscle",Protein Coding,47,GC01M229431,5.2,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTA1
2445,SSR2,Signal Sequence Receptor Subunit 2,Protein Coding,40,GC01M156009,5.2,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SSR2
2446,MBP,Myelin Basic Protein,Protein Coding,44,GC18M076978,5.19,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MBP
2447,CDK6,Cyclin Dependent Kinase 6,Protein Coding,54,GC07M092604,5.19,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK6
2448,UBXN11,UBX Domain Protein 11,Protein Coding,37,GC01M026281,5.19,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBXN11
2449,SOS1,SOS Ras/Rac Guanine Nucleotide Exchange Factor 1,Protein Coding,47,GC02M038981,5.18,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOS1
2450,BSPRY,B-Box And SPRY Domain Containing,Protein Coding,34,GC09P113349,5.18,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BSPRY
2451,PLXNC1,Plexin C1,Protein Coding,39,GC12P094150,5.18,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLXNC1
2452,POLR2L,"RNA Polymerase II, I And III Subunit L",Protein Coding,41,GC11M000829,5.18,https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLR2L
2453,PDE3A,Phosphodiesterase 3A,Protein Coding,48,GC12P020294,5.18,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE3A
2454,C4A,Complement C4A (Rodgers Blood Group),Protein Coding,42,GC06P047332,5.18,https://www.genecards.org/cgi-bin/carddisp.pl?gene=C4A
2455,MAN1A2,Mannosidase Alpha Class 1A Member 2,Protein Coding,43,GC01P117367,5.17,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAN1A2
2456,STOML2,Stomatin Like 2,Protein Coding,38,GC09M035099,5.17,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STOML2
2457,CAVIN2,Caveolae Associated Protein 2,Protein Coding,30,GC02M191835,5.17,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAVIN2
2458,STK38L,Serine/Threonine Kinase 38 Like,Protein Coding,43,GC12P027243,5.17,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK38L
2459,UBE2L3,Ubiquitin Conjugating Enzyme E2 L3,Protein Coding,45,GC22P021549,5.17,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2L3
2460,VAMP3,Vesicle Associated Membrane Protein 3,Protein Coding,41,GC01P007765,5.16,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VAMP3
2461,CFD,Complement Factor D,Protein Coding,44,GC19P000859,5.16,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFD
2462,MAOB,Monoamine Oxidase B,Protein Coding,43,GC0XM043766,5.16,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAOB
2463,MYO6,Myosin VI,Protein Coding,45,GC06P075749,5.16,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYO6
2464,MAGI2,"Membrane Associated Guanylate Kinase, WW And PDZ Domain Containing 2",Protein Coding,43,GC07M078017,5.16,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGI2
2465,PEX19,Peroxisomal Biogenesis Factor 19,Protein Coding,43,GC01M160276,5.16,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEX19
2466,PEX2,Peroxisomal Biogenesis Factor 2,Protein Coding,43,GC08M076980,5.16,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEX2
2467,PRKACB,Protein Kinase CAMP-Activated Catalytic Subunit Beta,Protein Coding,47,GC01P084078,5.15,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKACB
2468,CIITA,Class II Major Histocompatibility Complex Transactivator,Protein Coding,45,GC16P010879,5.15,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CIITA
2469,ATP1A3,ATPase Na+/K+ Transporting Subunit Alpha 3,Protein Coding,47,GC19M041966,5.14,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP1A3
